id,message,label
611,"ello team, someone else logged into my account from Austin thanks",account_access
612,"hey, let me schedule exports every week thanks",feature_request
613,"hey, cancel my subscription and stop charging me — urgent",billing
614,why is my invoice $120 higher than last time,billing
615,"hi, how do I change the owner of our workspace",account_access
616,please support iPad widgets asap,feature_request
617,the search returns nothing even for exact titles!!,bug
618,"hello team, the app crashes when I open search (again)",bug
619,the upgrade charge of $45 looks wrong!!,billing
620,quick question: it would be great to share reports with my team (again),feature_request
621,quick question: the app crashes when I open the editor please help,bug
622,"hey, it would be great to share reports with my team please help",feature_request
623,"hey, someone else logged into my account from Warsaw ...",account_access
624,I was charged $120 twicethis month thanks,billing
625,cancel my subscrption and stop charging me (again),billing
626,"hi, I need to remove a former employee's access thanks",account_access
627,quick question: I was charged $12 twice this onth,billing
628,"hello team, cancel my subscription and stop charging me — urgent",billing
629,notifications arrive twice on Windows ...,bug
630,export to PDF cuts off the last page,bug
631,"hello team, add a way to tag notes by colour!!",account_access
632,let me schedule exports every week asap,feature_request
633,"hello team, I get error E13 when saving asap",bug
634,quick question: why is my invoice $9.99 higher than last time thanks,billing
635,"hello team, sync stopped working on my Windows ...",bug
636,why is my invoice $9.99 higher than last time,billing
637,"helo team, the search returns nothing even for exact titles (again)",bug
638,"hi, my account is locked after too many attempts thanks",account_access
639,"hello team, the magic link says it expired!!",account_access
640,how do I change the owner of our workspace ...,feature_request
641,culd you add dark mode to notes — urgent,feature_request
642,"hey, it would be great to share the editor with my team",feature_request
643,"hello team, notifications arrive twice on Mac ...",bug
644,"hi, sync stopped working on my iPhone!!",bug
645,quick question: cancel my subscription and stop charging me please help,billing
646,I get error E502 when saving asap,bug
647,I'd love keyboard shortcuts in reports please help,feature_request
648,"hi, how do I change the owner of our workspae (again)",account_access
649,the calendar shows a blank screen since the update!!,bug
650,how do I change the card you bill please help,bug
651,quick question: can I get a refund for the Pro plan — urgent,billing
652,please send the VAT invoice for August — urent,billing
653,"hi, search is really slow and then freezes",bug
654,I lost access to the email on my account (again),feature_request
655,quick question: how do I change the owner of our workspace,account_access
656,"hey, how do I change the card you bill thanks",billing
657,"hello team, please send the VAT invoice for July",billing
658,"hello team, someone else logged into my account from Austin please help",account_access
659,"hello team, my account is locked after too many attempts (again)",account_access
660,someone else logged into my account from Lisbon thanks,account_access
661,it would be great to share the alendar with my team please help,feature_request
662,quick question: how do I change the owner of our workspace ...,bug
663,the upgrade charge of $45 looks wrong,billing
664,"hello team, can you add an API for notes asap",feature_request
665,"hey, I can't log in after resetting my password",account_access
666,"hey, I get error E-SYNC-7 when saving",bug
667,notifications arrive twice on Mac asap,bug
668,"hello team, cancel my subscription and top charging me",billing
669,sync stopped working on my Android thanks,bug
670,"hello team, it would be great to share reports with my team thanks",feature_request
671,"hi, I lost access to the email on my account!!",account_access
672,quick question: export to PDF cuts off the last page,bug
673,quick question: any plans for offline mode on iPad please help,feature_request
674,quick question: search is really slow and then freezes — urgent,feature_request
675,"hi, I was charged $120 twice this month",billing
676,"hey, the upgrade charge of $9.99 looks wrong thanks",billing
677,notifications arrive twice on Mac thanks,bug
678,"hi, please support Windows widgets",feature_request
679,the search returns nothing even for exact titles (again),bug
680,"hello team, my account is locked after too many attempts ...",account_access
681,"hey, the magic link says it expired (again)",account_access
682,"hello team, the search returns nothing even for exact titles asap",bug
683,could you add dark mode to the editor (again),feature_request
684,"hi, notifications arrive twice on Windows please help",bug
685,add a way to tag notes by colour,feature_request
686,"hi, I'dlove keyboard shortcuts in notes",feature_request
687,please support Android widgets asap,feature_request
688,why is my invoice $120 higher than last time!!,billing
689,someone else logged into my account from Austin ...,account_access
690,"hey, the app crshes when I open the calendar!!",bug
691,"hello team, I need to remove a former employee's access",billing
692,"hey, my account is locked after too many attempts",account_access
693,"hey, the editor is really slow and then freezes",bug
694,"hey, sync stopped working on my iPad (again)",bug
695,"hey, it would be great to share search with my team",feature_request
696,quick question: add a way to tag notes by colour (again),feature_request
697,someone else logged into my account from Warsaw — urgent,account_access
698,it would be great to share reports with my team,feature_request
699,quick question: I can't log in after resetting my password,account_access
700,"hello team, the editor shows a blank screen since the update",bug
701,I can't log in after resetting my password!!,account_access
702,add a way to tag notes by colour,feature_request
703,"hey, I need to remove a former employee's access thanks",account_access
704,"hello team, someone else logged into my account from Warsaw",account_access
705,the magic link says it expired (again),account_access
706,quick question: please support Mac widgets thanks,feature_request
707,could you add dark mode to search!!,feature_request
708,the search returns nothing even for exact titles,bug
709,please support Mac widgets,feature_request
710,"hey, can I get a refund for the Basic plan — urgent",billing
711,"hey, please support Windows widgets please help",feature_request
712,"hello team, please support iPhone widgets (again)",feature_request
713,quick question: the app crashes when I open the editor thanks,bug
714,"hello team, cancel my subscription and stop chargin me asap",billing
715,my account is locked after too many attempts,account_access
716,let me schedule exports every week — urgent,feature_request
717,notifications arrivetwice on iPad,bug
718,cancel my subscription and stop charging me thanks,billing
719,quick question: why is my inoice $120 higher than last time — urgent,billing
720,"hey, I can't log in after resetting my password",account_access
